"","termin_wycieczki","wyzywienie","organizator","region","miejscowosc","ocena_wycieczki","hotel_nazwa","hotel_gwiazdki","id_wycieczki","liczba_rezerwacji","cena_za_osobe","data_aktualizacji"
"473",2019-03-13,"œniadania i obiadokolacje","Ecco Holiday","Teneryfa","Costa Adeje",8.1,"Troya Tenerife",4,"218747",77,3787,2018-12-23
"474",2019-05-03,"œniadania","Rainbow","Gran Canaria","Meloneras",9.4,"Lopesan Costa Meloneras Resort Spa",4.5,"492727",88,3045,2018-12-23
"475",2019-05-07,"œniadania","Neckermann","Lanzarote","Puerto del Carmen",9.7,"Seaside Los Jameos",4.5,"199392",NA,3202,2018-12-23
"476",2019-05-03,"œniadania","Rainbow","Gran Canaria","Maspalomas",8.7,"Lopesan Baobab Resort",5,"192445",NA,3564,2018-12-23
"477",2019-05-14,"Wszystko w cenie","Neckermann","Lanzarote","Puerto del Carmen",7.3,"Sol Lanzarote",3.5,"372752",NA,5182,2018-12-23
"478",2019-05-18,"bez wy¿ywienia","Wezyr","Costa Brava","Lloret de Mar",6.5,"Royal Beach",4,"192537",60,1662,2018-12-23
"479",2019-05-05,"All Inclusive","Itaka","Majorka","Can Picafort",7.2,"Ilusion Markus Park & Spa",3,"505724",NA,1959,2018-12-23
"480",2019-05-18,"œniadania i obiadokolacje","Exim Tours","Teneryfa",NA,7.1,"El Medano",3,"522486",47,2059,2018-12-23
"481",2019-03-09,"œniadania i obiadokolacje","Exim Tours","Teneryfa",NA,7.1,"El Medano",3,"491901",47,2279,2018-12-23
"482",2019-05-12,"œniadania","Neckermann","Teneryfa","Puerto de la Cruz",8.7,"Puerto de la Cruz (ex: Sol Melia Puerto de la Cruz",4,"494657",153,2592,2018-12-23
"483",2019-04-05,"œniadania i obiadokolacje","Neckermann","Gran Canaria","Playa del Inglés",6.9,"Corona Roja",2,"498689",NA,2765,2018-12-23
"484",2019-04-05,"œniadania i obiadokolacje","Neckermann","Gran Canaria","Playa del Inglés",6.9,"Corona Roja",2,"498692",NA,2945,2018-12-23
"485",2019-03-29,"œniadania i obiadokolacje","Neckermann","Gran Canaria","Playa del Inglés",6.9,"Corona Roja",2,"498690",NA,2949,2018-12-23
"486",2019-03-09,"œniadania i obiadokolacje","Exim Tours","Gran Canaria",NA,8.6,"Dunas Suites & Villas",4,"495448",58,3399,2018-12-23
"487",2019-05-07,"œniadania i obiadokolacje","Itaka & Gala","Gran Canaria","Maspalomas",8.7,"Lopesan Baobab Resort",5,"442392",NA,3749,2018-12-23
"488",2019-05-12,"Wszystko w cenie","Neckermann","Teneryfa","Playa Paraiso",9.8,"Bahia Principe Costa Adeje",4.5,"199330",63,3949,2018-12-23
"489",2019-05-12,"Wszystko w cenie","Neckermann","Teneryfa","Playa Paraiso",9.8,"Bahia Principe Costa Adeje",4.5,"495445",63,4291,2018-12-23
"490",2019-03-09,"œniadania","Exim Tours","Costa del Sol","Torremolinos",NA,"Costa del Sol Torremolinos Luxury Boutique",3,"492006",NA,1969,2018-12-23
"491",2019-04-13,"œniadania","Exim Tours","Teneryfa",NA,9.2,"San Borondon",3,"509730",NA,1989,2018-12-23
"492",2019-03-28,"bez wy¿ywienia","Neckermann","Fuerteventura","Caleta de Fuste",8.8,"Castillo San Jorge & Antigua",3,"353202",31,2247,2018-12-23
"493",2019-03-23,"All Inclusive","Ecco Holiday","Gran Canaria","Maspalomas",NA,"Bungalows Vista Oasis",2,"476979",NA,2762,2018-12-23
"494",2019-05-09,"œniadania i obiadokolacje","Itaka","Teneryfa","Playa de las Americas",8.9,"La Siesta",4,"441949",60,2999,2018-12-23
"495",2019-03-28,"Wszystko w cenie","Neckermann","Fuerteventura","Caleta de Fuste",8.8,"smartline Castillo de Antigua",3,"353191",31,3216,2018-12-23
"496",2019-05-12,"œniadania i obiadokolacje","Neckermann","Teneryfa","Puerto de la Cruz",9.3,"Bahia Principe San Felipe",4.5,"272737",107,3256,2018-12-23
"497",2019-05-12,"œniadania i obiadokolacje","Neckermann","Teneryfa","Puerto de la Cruz",9.3,"Sunlight Bahia Principe San Felipe",4.5,"495255",107,3620,2018-12-23
"498",2019-04-28,"bez wy¿ywienia","Neckermann","Fuerteventura","Caleta de Fuste",8.8,"Castillo San Jorge & Antigua",3,"353288",31,4719,2018-12-23
"499",2019-04-28,"bez wy¿ywienia","Neckermann","Fuerteventura","Caleta de Fuste",8.8,"Castillo San Jorge & Antigua",3,"353571",31,5202,2018-12-23
"500",2019-05-18,"bez wy¿ywienia","Exim Tours","Teneryfa",NA,6.5,"Paraiso Del Sol (Playa de las Americas)",2,"509654",NA,1619,2018-12-23
"501",2019-03-17,"bez wy¿ywienia","Exim Tours","Teneryfa",NA,6.5,"Paraiso Del Sol (Playa de las Americas)",2,"491885",NA,1779,2018-12-23
"502",2019-03-17,"bez wy¿ywienia","Exim Tours","Teneryfa","Playa de Las Americas",6.5,"Paraiso Del Sol (Playa de las Americas)",2,"491657",NA,1799,2018-12-23
"503",2019-05-04,"bez wy¿ywienia","Wezyr","Costa Brava","Calella",NA,"Bernat II",4,"280850",NA,1865,2018-12-23
"504",2019-05-04,"œniadania i obiadokolacje","Rainbow","Costa Brava","Malgrat de Mar",7.9,"Papi",3.5,"311388",85,2030,2018-12-23
"505",2019-05-12,"bez wy¿ywienia","Neckermann","Teneryfa","Playa de las Americas",NA,"Parque Santiago IV",3,"504207",NA,2587,2018-12-23
"506",2019-05-12,"bez wy¿ywienia","Neckermann","Teneryfa","Playa de las Americas",NA,"Parque Santiago IV",3,"504208",NA,2943,2018-12-23
"507",2019-03-18,"œniadania i obiadokolacje","Itaka","Wyc. objazdowe",NA,NA,"Tapas por favor",NA,"489236",NA,3129,2018-12-23
"508",2019-05-12,"bez wy¿ywienia","Neckermann","Teneryfa","Playa de las Americas",NA,"Parque Santiago",3,"504369",NA,3321,2018-12-23
"509",2019-04-15,"œniadania","Rainbow","Costa del Sol","Marbella",NA,"Iberostar Marbella Coral Beach",4,"524029",NA,3546,2018-12-23
"510",2019-05-12,"bez wy¿ywienia","Neckermann","Teneryfa","Playa de las Americas",NA,"Parque Santiago",3,"504370",NA,3748,2018-12-23
"511",2019-05-12,"œniadania","Neckermann","Teneryfa","Playa de las Americas",8.9,"La Siesta",4,"370679",60,2885,2018-12-23
"512",2019-05-06,"All Inclusive","Rainbow","Andaluzja - Costa Almeria","Roquetas de Mar",NA,"Protur Roquetas & Spa",5,"203600",NA,3250,2018-12-23
"513",2019-03-09,"œniadania","Exim Tours","Teneryfa",NA,8.1,"Alexandre Troya (Playa de las Americas)",4,"498593",77,3279,2018-12-23
"514",2019-05-11,"œniadania","Exim Tours","Teneryfa",NA,8.3,"Hard Rock Tenerife",5,"509748",NA,4249,2018-12-23
"515",2019-03-17,"œniadania","Exim Tours","Teneryfa",NA,8.3,"Hard Rock Tenerife",5,"498841",NA,5299,2018-12-23
"516",2019-03-23,"œniadania","Exim Tours","Costa Blanca","Benidorm",NA,"Queens (Benidorm)",2,"494363",NA,1549,2018-12-23
"517",2019-05-14,"œniadania","Exim Tours","Costa Blanca","Benidorm",NA,"Queens (Benidorm)",2,"517557",NA,1649,2018-12-23
"518",2019-05-11,"œniadania","Rainbow","Costa Brava","Santa Susanna",8.9,"Aquamarina (Santa Susanna)",4,"410281",29,2099,2018-12-23
"519",2019-05-05,"All Inclusive","Rainbow","Majorka","Palmanova",6.6,"Globales Mimosa (ex Hi! Mimosa Park)",4,"340008",68,2352,2018-12-23
"520",2019-04-21,"bez wy¿ywienia","Neckermann","Teneryfa","Costa del Silencio",6.9,"Annapurna Tenerife (ex Alborada Beach Club)",3,"515693",400,2720,2018-12-23
"521",2019-05-13,"All Inclusive ultra","Itaka","Costa de la Luz","Punta Umbria",7.6,"Barcelo Punta Umbria Beach Resort",4.5,"466756",24,2809,2018-12-23
"522",2019-03-01,"Wszystko w cenie","Neckermann","Gran Canaria","Playa Taurito",8.1,"Paradise Lago Taurito",3.5,"20891",517,3574,2018-12-23
"523",2019-05-12,"Wszystko w cenie","Neckermann","Teneryfa","Puerto de Santiago",8.8,"Be Live Experience Playa La Arena",4,"495221",1577,3803,2018-12-23
"524",2019-05-12,"Wszystko w cenie","Neckermann","Teneryfa","Puerto Santiago",8.8,"Be Live Experience Playa La Arena",4,"490329",1577,4452,2018-12-23
"525",2019-05-12,"Wszystko w cenie","Neckermann","Teneryfa","Puerto Santiago",8.8,"Be Live Experience Playa La Arena",4,"490328",1577,4452,2018-12-23
"526",2019-04-02,"All Inclusive","Exim Tours","Costa del Sol","Torremolinos",7.5,"Parasol Garden",3,"513758",NA,1999,2018-12-23
"527",2019-05-12,"œniadania i obiadokolacje","Neckermann","Teneryfa","Puerto de la Cruz",8.9,"Be Live Adults Only Tenerife (ex. Experience Tenerife)",4,"228173",256,2746,2018-12-23
"528",2019-05-12,"Wszystko w cenie","Neckermann","Teneryfa","Puerto de la Cruz",8.9,"The Be Live Adults Only Tenerife (ex Be Live Exper",4,"495244",256,3471,2018-12-23
"529",2019-04-05,"All Inclusive","Rainbow","Gran Canaria","Maspalomas",NA,"Dunas Maspalomas",4,"482034",NA,3971,2018-12-23
"530",2019-03-09,"bez wy¿ywienia","Exim Tours","Gran Canaria",NA,NA,"Parquemar",2,"491671",NA,1999,2018-12-23
"531",2019-05-14,"œniadania i obiadokolacje","Itaka","Gran Canaria","Playa del Ingles",8.5,"Beverly Park",3,"442083",277,2559,2018-12-23
"532",2019-05-21,"œniadania i obiadokolacje","Itaka","Gran Canaria","Playa del Ingles",5.9,"Rebecca Park",3,"467159",36,2569,2018-12-23
"533",2019-04-04,"Wszystko w cenie","Neckermann","Fuerteventura","Costa Calma",7.8,"Fuerteventura Playa",4,"353190",260,3567,2018-12-23
"534",2019-05-04,"All Inclusive","Itaka & Gala","Lanzarote","Playa Blanca",9.6,"Dream Gran Castillo",5,"442228",NA,4189,2018-12-23
"535",2019-03-05,"œniadania","Ecco Holiday","Costa del Sol","Torremolinos",8.8,"Los Arcos Montemar",3,"20701",NA,1375,2018-12-23
"536",2019-03-31,"œniadania","Rainbow","Teneryfa","Puerto de la Cruz",9.4,"Best Semiramis",4.5,"500195",48,2700,2018-12-23
"537",2019-05-13,"œniadania i obiadokolacje","Rainbow","Costa del Sol","Benalmadena",8.7,"Best Siroco",4,"467956",21,2750,2018-12-23
"538",2019-04-20,"œniadania i obiadokolacje","Ecco Holiday","Teneryfa","La Caleta",8.2,"Hovima Jardin Caleta",3,"405706",52,3137,2018-12-23
"539",2019-03-23,"œniadania","Exim Tours","Fuerteventura","Corralejo",8,"H10 Ocean Dunas Only Adults (ex. Atlantis Dunapark)",4,"498127",NA,3399,2018-12-23
"540",2019-03-14,"Wszystko w cenie","Neckermann","Fuerteventura","Jandia",8.7,"Buganvilla",4,"21491",NA,3457,2018-12-23
"541",2019-03-07,"œniadania","Neckermann","Fuerteventura","Corralejo",7.8,"Gran Atlantis Bahia Real",5,"415740",NA,4717,2018-12-23
"542",2019-03-21,"œniadania","Neckermann","Fuerteventura","Corralejo",7.8,"Gran Atlantis Bahia Real",5,"415717",NA,5182,2018-12-23
"543",2019-03-28,"œniadania","Neckermann","Fuerteventura","Corralejo",7.8,"Gran Atlantis Bahia Real",5,"415718",NA,9044,2018-12-23
"544",2019-04-02,"œniadania i obiadokolacje","Exim Tours","Costa Blanca","Benidorm",NA,"Benilux Park",3,"517589",NA,1549,2018-12-23
"545",2019-03-02,"œniadania i obiadokolacje","Exim Tours","Costa Blanca","Benidorm",NA,"Benilux Park",3,"494372",NA,1619,2018-12-23
"546",2019-05-18,"œniadania","Wezyr","Costa Brava","Lloret de Mar",NA,"Checkin Victoria (Lloret De Mar)",3,"478908",NA,1775,2018-12-23
"547",2019-04-11,"bez wy¿ywienia","Neckermann","Fuerteventura","Corralejo",9,"Hesperia Bristol Playa",3,"499950",NA,2452,2018-12-23
"548",2019-04-04,"Wszystko w cenie","Neckermann","Fuerteventura","Jandia",8.1,"Melia Sol Jandia Mar",3,"353188",161,2958,2018-12-23
"549",2019-05-06,"œniadania i obiadokolacje","Rainbow","Wyc. objazdowe",NA,NA,"Portugalia i Hiszpania - pó³ na pó³",3,"182713",NA,3231,2018-12-23
"550",2019-05-21,"œniadania","Exim Tours","Costa Brava","Lloret de Mar",5.8,"Gran Hotel Flamingo (Lloret de Mar)",4,"510433",NA,1369,2018-12-23
"551",2019-03-05,"œniadania i obiadokolacje","Ecco Holiday","Costa del Sol","Fuengirola",6.1,"Fuengirola Park",4,"215777",NA,1665,2018-12-23
"552",2019-03-09,"œniadania i obiadokolacje","Exim Tours","Costa del Sol","Torremolinos",7.7,"Medplaya Pez Espada",4,"491825",NA,1799,2018-12-23
"553",2019-05-11,"œniadania i obiadokolacje","Exim Tours","Costa del Sol","Torremolinos",7.7,"Medplaya Pez Espada",4,"510007",NA,2179,2018-12-23
"554",2019-05-06,"œniadania","Rainbow","Costa de la Luz","Islantilla",NA,"Puerto Antilla Grand",4.5,"311329",NA,2649,2018-12-23
"555",2019-03-09,"œniadania i obiadokolacje","Exim Tours","Gran Canaria",NA,8.1,"Eugenia Victoria",3,"491938",NA,3029,2018-12-23
"556",2019-03-09,"œniadania i obiadokolacje","Exim Tours","Gran Canaria","Playa del Ingles",8.1,"Eugenia Victoria",3,"491953",NA,3039,2018-12-23
"557",2019-04-29,"All Inclusive","Itaka & Gala","Fuerteventura","Tarajalejo",8.5,"R2 Romantic Fantasia",4,"442135",NA,3499,2018-12-23
"558",2019-05-14,"œniadania i obiadokolacje","Neckermann","Lanzarote","Playa Blanca",7.2,"Hesperia (Playa Dorada)",4,"265641",NA,4396,2018-12-23
"559",2019-05-14,"œniadania i obiadokolacje","Neckermann","Lanzarote","Playa Blanca",7.2,"Hesperia (Playa Dorada)",4,"449324",NA,4643,2018-12-23
"560",2019-05-14,"œniadania i obiadokolacje","Neckermann","Lanzarote","Playa Blanca",7.2,"Hesperia Playa Dorada",4,"425009",NA,4708,2018-12-23
"561",2019-04-25,"œniadania","Itaka & Gala","Teneryfa","Puerto de la Cruz",9.6,"Botanico & The Oriental Spa Garden",5,"441955",NA,4959,2018-12-23
"562",2019-03-28,"œniadania","Exim Tours","Costa Brava",NA,7.9,"Aqua Onabrava & Spa",4,"515231",NA,1449,2018-12-23
"563",2019-05-11,"œniadania","Wezyr","Costa Brava","Pineda De Mar",9.6,"Aqua Promenade",4,"187750",NA,1932,2018-12-23
"564",2019-05-05,"All Inclusive","Rainbow","Majorka","S'Illot",8.2,"Mix Colombo (ex. Catalonia)",3,"462870",264,2200,2018-12-23
"565",2019-05-11,"œniadania i obiadokolacje","Rainbow","Costa Brava","Tossa de Mar",9.3,"Golden Bahia de Tossa",4.5,"182702",NA,2599,2018-12-23
"566",2019-05-04,"œniadania i obiadokolacje","Itaka","Lanzarote","Puerto del Carmen",8.2,"Beatriz Playa & Spa",4,"442084",247,2729,2018-12-23
"567",2019-05-06,"œniadania i obiadokolacje","Rainbow","Costa del Sol","Estepona",NA,"Iberostar Suites Costa del Sol",4.5,"311397",NA,3030,2018-12-23
"568",2019-05-18,"œniadania i obiadokolacje","Ecco Holiday","Teneryfa","Costa Adeje",9.3,"Hovima Costa Adeje (ex Luabay)",4,"405761",57,3312,2018-12-23
"569",2019-05-18,"œniadania","Wezyr","Costa Brava","Tossa De Mar",NA,"GHT Costa Brava",3,"226400",NA,1847,2018-12-23
"570",2019-03-09,"œniadania","Exim Tours","Gran Canaria",NA,NA,"Astoria (Las Palmas)",3,"491876",NA,2249,2018-12-23
"571",2019-03-09,"œniadania","Exim Tours","Gran Canaria",NA,NA,"Astoria (Las Palmas)",3,"491877",NA,2259,2018-12-23
"572",2019-05-12,"œniadania","Neckermann","Teneryfa","Puerto de la Cruz",7.8,"Don Manolito",3,"353484",121,2493,2018-12-23
"573",2019-04-21,"œniadania","Neckermann","Teneryfa","Puerto de la Cruz",7.8,"Don Manolito",3,"494214",121,2752,2018-12-23
"574",2019-04-01,"œniadania i obiadokolacje","Rainbow","Wyc. objazdowe",NA,NA,"Iberyjskie po³udnie",4,"469945",NA,2785,2018-12-23
"575",2019-05-11,"œniadania i obiadokolacje","Rainbow","Wyc. objazdowe",NA,NA,"Katedry i Pa³ace Hiszpanii",3,"182578",NA,3050,2018-12-23
"576",2019-05-06,"œniadania i obiadokolacje","Rainbow","Wyc. objazdowe",NA,10,"Andaluzja warta zobaczenia",3,"224981",NA,3214,2018-12-23
"577",2019-05-12,"All Inclusive","Rainbow","Teneryfa","Costa Adeje",8.7,"Iberostar Las Dalias",4,"202377",38,3600,2018-12-23
"578",2019-05-12,"œniadania i obiadokolacje","Neckermann","Teneryfa","Playa de las Americas",9.6,"Bitacora (Playa de las Americas)",4,"453036",NA,3623,2018-12-23
"579",2019-04-23,"œniadania i obiadokolacje","Exim Tours","Costa Brava","Lloret de Mar",8.4,"Gran Garbi Mar",4,"522530",47,1589,2018-12-23
"580",2019-05-18,"bez wy¿ywienia","Exim Tours","Teneryfa",NA,NA,"Paradero",2,"509646",NA,1619,2018-12-23
"581",2019-05-18,"œniadania","Wezyr","Costa Brava","Santa Susanna",7.9,"Riviera (Santa Susanna)",3,"313704",51,1812,2018-12-23
"582",2019-05-11,"œniadania","Wezyr","Costa Brava","Santa Susanna",NA,"Aqua Montagut",4,"204421",NA,1856,2018-12-23
"583",2019-05-18,"œniadania","Wezyr","Costa Brava","Tossa De Mar",8,"Oasis Tossa",4,"226399",NA,1878,2018-12-23
"584",2019-05-18,"œniadania i obiadokolacje","Rainbow","Costa Brava","Santa Susanna",7.9,"Riviera (Santa Susanna)",4,"512016",51,2020,2018-12-23
"585",2019-05-18,"œniadania i obiadokolacje","Exim Tours","Teneryfa",NA,9.3,"Hovima Costa Adeje (ex Luabay)",4,"509747",57,2699,2018-12-23
"586",2019-03-09,"œniadania","Exim Tours","Gran Canaria",NA,NA,"Suite Jardin Dorado",4,"491926",NA,2699,2018-12-23
"587",2019-03-14,"œniadania i obiadokolacje","Neckermann","Fuerteventura","Costa Calma - Pajara",6,"Sotavento Beach Club",4,"199340",NA,3300,2018-12-23
"588",2019-05-06,"œniadania","Itaka & Gala","Fuerteventura","Caleta de Fuste",9.2,"Sheraton Fuerteventura",5,"442229",NA,3569,2018-12-23
"589",2019-03-28,"œniadania i obiadokolacje","Neckermann","Fuerteventura","Costa Calma - Pajara",6,"Sotavento Beach Club",4,"474290",NA,3630,2018-12-23
"590",2019-05-04,"bez wy¿ywienia","Exim Tours","Costa Dorada","Salou",8.3,"Best Negresco",4,"518070",29,1379,2018-12-23
"591",2019-03-05,"œniadania","Ecco Holiday","Costa del Sol","Torremilonos",NA,"Natursun",3,"442957",NA,1494,2018-12-23
"592",2019-04-09,"œniadania","Exim Tours","Costa Blanca","Benidorm",6.7,"Magic Tropical Splash (ex. Magic Monika Holidays)",3,"517537",NA,1659,2018-12-23
"593",2019-05-18,"œniadania","Exim Tours","Teneryfa","Playa de Las Americas",7.7,"Ole Tenerife Tropical (ex Iberostar)",4,"509734",NA,2069,2018-12-23
"594",2019-05-11,"œniadania","Exim Tours","Costa del Sol","Torremolinos",9,"Sol Don Pablo",4,"510162",26,2199,2018-12-23
"595",2019-04-02,"œniadania","Exim Tours","Costa del Sol","Benalmadena Coast",NA,"Holiday Hydros",4,"510002",NA,2359,2018-12-23
"596",2019-04-15,"œniadania i obiadokolacje","Rainbow","Costa del Sol","Almunecar",7.2,"Almunecar Playa & Spa",4,"182686",61,2514,2018-12-23
"597",2019-05-12,"œniadania","Neckermann","Teneryfa","Playa de las Americas",6.7,"Columbus (Playa de las Americas)",3,"353071",NA,2609,2018-12-23
"598",2019-03-09,"All Inclusive","Exim Tours","Gran Canaria","Maspalomas",6.8,"Turbo Club",3,"501079",59,2629,2018-12-23
"599",2019-05-12,"œniadania","Neckermann","Teneryfa","Playa de las Americas",6.7,"Aparthotel Columbus",3,"353070",NA,2638,2018-12-23
"600",2019-03-09,"All Inclusive","Exim Tours","Gran Canaria",NA,6.8,"Turbo Club",2,"506951",59,2699,2018-12-23
"601",2019-05-12,"œniadania","Neckermann","Teneryfa","Playa de las Americas",6.7,"Aparthotel Columbus",3,"369070",NA,2764,2018-12-23
"602",2019-03-09,"œniadania","Exim Tours","Teneryfa","Playa de Las Americas",7.7,"Ole Tenerife Tropical (ex Iberostar)",4,"491902",NA,2779,2018-12-23
"603",2019-03-23,"All Inclusive","Ecco Holiday","Gran Canaria","San Agustin",8.3,"Ifa Interclub Atlantic",3,"20631",327,3210,2018-12-23
"604",2019-05-05,"œniadania","Neckermann","La Gomera","Valle Gran Rey",NA,"Gran Rey",3,"464435",NA,3308,2018-12-23
"605",2019-03-31,"All Inclusive","Rainbow","Teneryfa","San Miguel de Abona",NA,"Fantasia Bahia Principe Tenerife",5,"492721",NA,3971,2018-12-23
"606",2019-05-21,"œniadania","Exim Tours","Costa Dorada","Salou",7.5,"Piramide Salou",4,"518068",NA,1499,2018-12-23
"607",2019-05-18,"œniadania","Wezyr","Costa Brava","Blanes",7.6,"Stella Maris (Blanes)",3,"346263",NA,1827,2018-12-23
"608",2019-04-27,"All Inclusive","Ecco Holiday","Costa Brava","Tossa de Mar",8.5,"Tossa Beach",4,"337054",607,2155,2018-12-23
"609",2019-05-18,"œniadania","Wezyr","Costa Brava","Blanes",8.3,"Blaucel",4,"513999",NA,2213,2018-12-23
"610",2019-05-05,"All Inclusive","Rainbow","Majorka","El Arenal",7.6,"Ipanema Park",3,"193143",62,2300,2018-12-23
"611",2019-05-12,"bez wy¿ywienia","Neckermann","Teneryfa","Puerto de la Cruz",8.3,"Teide Mar",3,"353456",NA,2400,2018-12-23
"612",2019-05-16,"œniadania i obiadokolacje","Rainbow","Fuerteventura","El Cotillo",8,"Cotillo Beach",3,"507214",NA,2527,2018-12-23
"613",2019-05-16,"All Inclusive","Rainbow","Fuerteventura","Corralejo",NA,"Arena Beach (Corralejo)",3.5,"507171",NA,2850,2018-12-23
"614",2019-03-09,"œniadania i obiadokolacje","Exim Tours","Gran Canaria",NA,8.7,"Caserio",4,"493412",25,2879,2018-12-23
"615",2019-03-09,"œniadania i obiadokolacje","Exim Tours","Gran Canaria","Playa del Ingles",8.7,"Caserio",4,"491934",25,2899,2018-12-23
"616",2019-04-12,"œniadania i obiadokolacje","Neckermann","Gran Canaria","Playa del Ingles",9.1,"Escorial",3.5,"353383",NA,3289,2018-12-23
"617",2019-05-05,"œniadania","Rainbow","Teneryfa","Costa Adeje",8.9,"Gran Costa Adeje",5,"462907",21,3331,2018-12-23
"618",2019-03-07,"œniadania","Itaka","Teneryfa","Costa Adeje",8.5,"Fanabe Costa Sur",4,"477751",31,3359,2018-12-23
"619",2019-05-22,"œniadania","Neckermann","Gran Canaria","San Agustin",8.6,"Corallium Beach by Lopesan Hotels (ex Ifa Beach)",4,"498700",NA,3536,2018-12-23
"620",2019-05-12,"œniadania i obiadokolacje","Neckermann","Teneryfa","Costa Adeja",8.8,"H10 Costa Adeje Palace",4,"149373",NA,3578,2018-12-23
"621",2019-05-10,"œniadania","Neckermann","Gran Canaria","San Agustin",8.6,"Corallium Beach by Lopesan Hotels (ex Ifa Beach)",4,"498703",NA,3600,2018-12-23
"622",2019-03-03,"œniadania","Neckermann","Teneryfa","Costa Adeje Costa Adeje",8.1,"Alexandre Troya",4,"353072",77,3870,2018-12-23
"623",2019-05-16,"œniadania i obiadokolacje","Neckermann","Gran Canaria","San Agustin",8.6,"Corallium Beach by Lopesan Hotels (ex Ifa Beach)",4,"519078",NA,3899,2018-12-23
"624",2019-05-16,"œniadania i obiadokolacje","Neckermann","Gran Canaria","San Agustin",8.6,"Corallium Beach by Lopesan Hotels (ex Ifa Beach)",4,"498741",NA,3987,2018-12-23
"625",2019-03-01,"œniadania i obiadokolacje","Neckermann","Gran Canaria","San Agustin",8.6,"Ifa Beach",4,"407957",NA,4728,2018-12-23
"626",2019-03-28,"bez wy¿ywienia","Exim Tours","Costa Brava","Lloret de Mar",7.5,"Santa Cristina (ex Eugenia)",4,"510481",NA,1399,2018-12-23
"627",2019-03-02,"œniadania","Exim Tours","Costa Blanca","Benidorm",8.2,"RH Canfali",4,"502135",NA,1859,2018-12-23
"628",2019-04-09,"œniadania","Exim Tours","Costa Blanca","Benidorm",8.2,"RH Canfali",4,"517599",NA,1899,2018-12-23
"629",2019-05-18,"œniadania","Wezyr","Costa Brava","Lloret de Mar",7.6,"Costa Encantada",4,"182232",NA,2000,2018-12-23
"630",2019-03-04,"œniadania i obiadokolacje","Itaka","Costa del Sol","Torremolinos",7.7,"Medplaya Pez Espada",4,"442098",NA,2189,2018-12-23
"631",2019-03-31,"œniadania","Rainbow","Teneryfa","Puerto de la Cruz",NA,"Turquesa Playa Apartamentos",4,"492720",NA,2350,2018-12-23
"632",2019-03-23,"bez wy¿ywienia","Exim Tours","Gran Canaria",NA,NA,"Ecuador",2,"491866",NA,2399,2018-12-23
"633",2019-03-07,"All Inclusive","Rainbow","Fuerteventura","Costa Calma",8.1,"Golden Beach Hotel",3.5,"283616",NA,2849,2018-12-23
"634",2019-03-16,"All Inclusive","Exim Tours","Fuerteventura",NA,8.7,"Altamarena",4,"498333",NA,2899,2018-12-23
"635",2019-04-04,"œniadania i obiadokolacje","Itaka","Teneryfa","La Caletta",8.8,"H10 Costa Adeje Palace",4,"441956",NA,3559,2018-12-23
"636",2019-04-28,"œniadania","Rainbow","Majorka","Playa de Palma",NA,"Iberostar Bahia de Palma",5,"464561",NA,4530,2018-12-23
"637",2019-04-18,"œniadania","Exim Tours","Costa Brava","Calella",6.7,"Santa Monica (Calella)",3,"518144",25,1379,2018-12-23
"638",2019-05-20,"œniadania i obiadokolacje","Itaka","Costa de la Luz","Isla Cristina",8.5,"Barcelo Isla Cristina",4.5,"466753",22,2339,2018-12-23
"639",2019-05-06,"œniadania i obiadokolacje","Rainbow","Costa del Sol","Benalmadena",8.4,"Best Benalmadena",4,"467957",NA,2900,2018-12-23
"640",2019-04-01,"œniadania i obiadokolacje","Rainbow","Costa del Sol","Marbella",6.5,"Bluebay Banus (ex Rincon Andaluz)",4.5,"203655",NA,3014,2018-12-23
"641",2019-03-09,"œniadania i obiadokolacje","Exim Tours","Gran Canaria","Playa del Ingles",9.1,"Escorial",3,"491952",NA,3039,2018-12-23
"642",2019-05-20,"œniadania i obiadokolacje","Itaka","Wyc. objazdowe",NA,NA,"Wiatr w ¿agle",NA,"489254",NA,3079,2018-12-23
"643",2019-05-19,"œniadania i obiadokolacje","Rainbow","Teneryfa","Costa Adeje",8.6,"Iberostar Bouganville Playa",4.5,"246210",78,3150,2018-12-23
"644",2019-04-22,"œniadania i obiadokolacje","Rainbow","Costa del Sol","Estepona",8.8,"H10 Estepona Palace",4.5,"199853",NA,3399,2018-12-23
"645",2019-05-14,"œniadania i obiadokolacje","Neckermann","Lanzarote","Playa Blanca",7.1,"Elba Royal Village (ex THB Corbeta)",4,"449347",NA,3434,2018-12-23
"646",2019-05-12,"Wszystko w cenie","Neckermann","Teneryfa","Playa Paraiso, Adeje",6.9,"RIU Buena Vista",4,"206120",NA,3512,2018-12-23
"647",2019-05-20,"œniadania i obiadokolacje","Itaka & Gala","Fuerteventura","Costa Calma",9.3,"SBH Costa Calma Palace",4.5,"442243",NA,3559,2018-12-23
"648",2019-05-03,"All Inclusive","Rainbow","Gran Canaria","Playa de Taurito",8.9,"Suite Princess",4.5,"492732",NA,3975,2018-12-23
"649",2019-03-09,"œniadania","Exim Tours","Gran Canaria",NA,8.6,"Lopesan Villa Del Conde",5,"499532",NA,4219,2018-12-23
"650",2019-05-14,"œniadania i obiadokolacje","Neckermann","Lanzarote","Playa Blanca",9.1,"H10 Lanzarote Princess",4,"211751",NA,4584,2018-12-23
